band name vl jl vu ju lambda     f        gL  0-0R0   0  0  0  1 1108.12668 1.66e-03 1.86e+09 
W  10-0R3  0  3 10  4  863.61506 9.09e-04 5.90e+08 
W  11-0P3  0  3 11  2  858.39916 3.30e-04 6.00e+08 
W  11-0R3  0  3 11  4  857.15187 5.89e-04 4.20e+08 
W  12-0P3  0  3 12  2  853.21830 1.81e-04 4.29e+08 
W  12-0R3  0  3 12  4  852.26222 3.91e-04 3.45e+08 
W  13-0P3  0  3 13  2  849.83681 9.44e-05 2.23e+08 
L  0-0P4   0  4  0  3 1120.24748 7.57e-04 1.85e+09 
L  0-0R4   0  4  0  5 1116.01239 7.78e-04 1.83e+09 
L  1-0P4   0  4  1  3 1104.08118 2.60e-03 1.73e+09 
L  1-0R4   0  4  1  5 1100.16121 2.86e-03 1.71e+09 
L  2-0P4   0  4  2  3 1088.79232 5.16e-03 1.62e+09 
L  2-0R4   0  4  2  5 1085.14221 6.04e-03 1.60e+09 
L  3-0P4   0  4  3  3 1074.30956 7.74e-03 1.53e+09 
L  3-0R4   0  4  3  5 1070.89657 9.62e-03 1.51e+09 
L  4-0P4   0  4  4  3 1060.57754 9.80e-03 1.44e+09 
L  4-0R4   0  4  4  5 1057.37698 1.29e-02 1.42e+09 
L  5-0P4   0  4  5  3 1047.54821 1.10e-02 1.33e+09 
L  5-0R4   0  4  5  5 1044.54024 1.55e-02 1.32e+09 
L  6-0P4   0  4  6  3 1035.17911 1.13e-02 1.23e+09 
L  6-0R4   0  4  6  5 1032.34715 1.71e-02 1.15e+09 
L  7-0P4   0  4  7  3 1023.43324 1.05e-02 9.94e+08 
L  7-0R4   0  4  7  5 1020.76335 1.81e-02 9.84e+08 
L  8-0P4   0  4  8  3 1012.25906 1.08e-02 7.46e+08 
L  8-0R4   0  4  8  5 1009.71528 1.41e-02 6.97e+08 
L  9-0P4   0  4  9  3 1001.65253 8.69e-03 6.53e+08 
L  9-0R4   0  4  9  5  999.26734 1.66e-02 6.36e+08 
L  10-0P4  0  4 10  3  991.53113 9.92e-03 6.30e+08 
L  10-0R4  0  4 10  5  989.55211 3.10e-02 8.13e+08 
L  11-0P4  0  4 11  3  981.94575 6.71e-03 5.85e+08 
L  11-0R4  0  4 11  5  979.80312 1.28e-02 5.20e+08 
L  12-0P4  0  4 12  3  972.68960 1.36e-02 5.70e+08 
L  12-0R4  0  4 12  5  970.83495 1.60e-02 4.84e+08 
L  13-0P4  0  4 13  3  964.08941 4.99e-03 4.63e+08 
L  13-0R4  0  4 13  5  962.15165 8.75e-03 4.48e+08 
L  14-0P4  0  4 14  3  955.85279 1.69e-03 4.55e+08 
L  14-0R4  0  4 14  5  954.00258 1.01e-02 4.15e+08 
L  15-0P4  0  4 15  3  947.88689 3.66e-03 3.85e+08 
L  15-0R4  0  4 15  5  946.12195 5.33e-03 3.86e+08 
L  16-0P4  0  4 16  3  940.38593 1.99e-03 3.80e+08 
L  16-0R4  0  4 16  5  938.72809 6.38e-03 3.55e+08 
L  17-0P4  0  4 17  3  933.16992 2.71e-03 3.19e+08 
L  17-0R4  0  4 17  5  931.53740 2.53e-03 3.39e+08 
L  18-0P4  0  4 18  3  926.35376 1.57e-03 3.09e+08 
L  18-0R4  0  4 18  5  924.84933 4.00e-03 3.02e+08 
L  19-0P4  0  4 19  3  919.78957 2.13e-03 2.87e+08 
L  19-0R4  0  4 19  5  918.15038 4.53e-05 4.92e+08 
L  20-0P4  0  4 20  3  913.60478 1.16e-03 2.68e+08 
L  20-0R4  0  4 20  5  912.23464 2.47e-03 2.70e+08 
L  21-0P4  0  4 21  3  907.60228 2.12e-03 3.11e+08 
L  21-0R4  0  4 21  5  906.50802 4.17e-03 3.39e+08 
L  22-0P4  0  4 22  3  902.02461 8.43e-04 2.38e+08 
L  22-0R4  0  4 22  5  900.77414 1.50e-03 2.40e+08 
L  23-0P4  0  4 23  3  896.78281 8.99e-09 4.22e+08 
L  23-0R4  0  4 23  5  895.52838 2.06e-03 2.46e+08 
L  24-0P4  0  4 24  3  891.52447 6.12e-04 2.06e+08 
L  24-0R4  0  4 24  5  890.37982 8.73e-04 2.10e+08 
L  25-0P4  0  4 25  3  886.70547 2.11e-04 2.22e+08 
L  25-0R4  0  4 25  5  885.63275 1.20e-03 2.00e+08 
L  26-0P4  0  4 26  3  882.04096 4.46e-04 1.75e+08 
L  26-0R4  0  4 26  5  880.99191 4.71e-04 1.95e+08 
L  27-0P4  0  4 27  3  877.70328 2.08e-04 1.75e+08 
L  27-0R4  0  4 27  5  876.74369 7.52e-04 1.67e+08 
L  28-0P4  0  4 28  3  873.54845 3.25e-04 1.57e+08 
L  28-0R4  0  4 28  5  872.59030 2.20e-04 1.98e+08 
L  29-0P4  0  4 29  3  869.71027 1.61e-04 1.47e+08 
L  29-0R4  0  4 29  5  868.86091 4.86e-04 1.49e+08 
L  30-0P4  0  4 30  3  866.08566 2.31e-04 1.34e+08 
L  30-0R4  0  4 30  5  865.23064 9.41e-05 1.61e+08 
L  31-0P4  0  4 31  3  862.80964 1.09e-04 1.20e+08 
L  31-0R4  0  4 31  5  862.08591 3.16e-04 1.20e+08 
L  32-0P4  0  4 32  3  859.82068 1.50e-04 1.05e+08 
L  32-0R4  0  4 32  5  859.11450 4.86e-05 1.43e+08 
L  33-0P4  0  4 33  3  857.27987 6.70e-05 9.00e+07 
L  33-0R4  0  4 33  5  856.72903 1.90e-04 8.61e+07 
L  34-0P4  0  4 34  3  855.22408 8.45e-05 6.76e+07 
L  34-0R4  0  4 34  5  854.74162 1.98e-08 1.45e+08 
L  35-0P4  0  4 35  3  853.90446 2.91e-05 3.52e+07 
L  35-0R4  0  4 35  5  853.66755 4.41e-05 2.70e+07 
L  36-0P4  0  4 36  3  853.39946 8.38e-06 1.06e+07 
L  36-0R4  0  4 36  5  853.30843 1.06e-05 6.71e+06 
L  37-0P4  0  4 37  3  853.23854 9.76e-08 6.39e+06 
W  0-0Q4   0  4  0  4 1014.98019 2.39e-02 1.17e+09 
W  1-0Q4   0  4  1  4  992.04735 3.66e-02 1.15e+09 
W  2-0Q4   0  4  2  4  971.38541 3.51e-02 1.13e+09 
W  3-0Q4   0  4  3  4  952.75434 2.76e-02 1.12e+09 
W  4-0Q4   0  4  4  4  935.95591 1.96e-02 1.10e+09 
W  5-0Q4   0  4  5  4  920.83278 1.31e-02 1.09e+09 
W  6-0Q4   0  4  6  4  907.26179 8.58e-03 1.08e+09 
W  7-0Q4   0  4  7  4  895.15065 5.55e-03 1.06e+09 
W  8-0Q4   0  4  8  4  884.43667 3.59e-03 1.01e+09 
W  9-0Q4   0  4  9  4  875.09023 2.33e-03 9.77e+08 
W  10-0Q4  0  4 10  4  867.12332 1.51e-03 5.74e+08 
W  11-0Q4  0  4 11  4  860.59660 9.58e-04 5.10e+08 
W  12-0Q4  0  4 12  4  855.65341 5.71e-04 4.91e+08 
W  0-0P4   0  4  0  3 1017.38280 9.95e-03 1.18e+09 
W  0-0R4   0  4  0  5 1011.81046 1.40e-02 1.17e+09 
W  1-0P4   0  4  1  3  994.22534 1.38e-02 1.15e+09 
W  1-0R4   0  4  1  5  988.86987 8.71e-04 9.53e+08 
W  2-0P4   0  4  2  3  973.44662 6.93e-03 1.04e+09 
W  2-0R4   0  4  2  5  968.66270 1.26e-02 1.11e+09 
W  3-0P4   0  4  3  3  954.47124 1.36e-02 1.09e+09 
W  3-0R4   0  4  3  5  950.31208 1.26e-02 1.10e+09 
W  4-0P4   0  4  4  3  937.54884 8.36e-03 1.09e+09 
W  4-0R4   0  4  4  5  933.78642 1.08e-02 1.06e+09 
W  5-0P4   0  4  5  3  922.30213 5.02e-03 1.07e+09 
W  5-0R4   0  4  5  5  919.04703 9.30e-03 8.60e+08 
W  6-0P4   0  4  6  3  908.64311 2.45e-03 1.01e+09 
W  6-0R4   0  4  6  5  905.31042 2.25e-03 9.72e+08 
W  7-0P4   0  4  7  3  896.20326 2.90e-03 8.66e+08 
W  7-0R4   0  4  7  5  893.47252 2.36e-03 1.02e+09 
W  8-0P4   0  4  8  3  885.46486 1.65e-03 9.80e+08 
W  8-0R4   0  4  8  5  882.97975 1.83e-03 9.61e+08 
W  9-0P4   0  4  9  3  876.01835 9.75e-04 9.63e+08 
W  9-0R4   0  4  9  5  873.84363 1.35e-03 8.50e+08 
W  10-0P4  0  4 10  3  867.93478 6.07e-04 6.08e+08 
W  10-0R4  0  4 10  5  866.07876 9.63e-04 5.60e+08 
W  11-0P4  0  4 11  3  861.27533 3.82e-04 5.54e+08 
W  11-0R4  0  4 11  5  859.74351 6.30e-04 3.58e+08 
W  12-0P4  0  4 12  3  856.17824 2.03e-04 4.44e+08 
W  12-0R4  0  4 12  5  855.04251 3.93e-04 2.98e+08 
L  0-0P5   0  5  0  4 1125.53940 7.58e-04 1.84e+09 
L  0-0R5   0  5  0  6 1120.39822 7.16e-04 1.82e+09 
L  1-0P5   0  5  1  4 1109.31070 2.61e-03 1.72e+09 
L  1-0R5   0  5  1  6 1104.54557 2.68e-03 1.70e+09 
L  2-0P5   0  5  2  4 1093.95211 5.21e-03 1.61e+09 
L  2-0R5   0  5  2  6 1089.51060 5.74e-03 1.59e+09 
L  3-0P5   0  5  3  4 1079.39734 7.83e-03 1.52e+09 
L  3-0R5   0  5  3  6 1075.24153 9.28e-03 1.50e+09 
L  4-0P5   0  5  4  4 1065.59334 9.90e-03 1.43e+09 
L  4-0R5   0  5  4  6 1061.69398 1.26e-02 1.41e+09 
L  5-0P5   0  5  5  4 1052.49365 1.11e-02 1.33e+09 
L  5-0R5   0  5  5  6 1048.82688 1.52e-02 1.31e+09 
L  6-0P5   0  5  6  4 1040.05642 1.13e-02 1.18e+09 
L  6-0R5   0  5  6  6 1036.60243 1.70e-02 1.11e+09 
L  7-0P5   0  5  7  4 1028.24528 1.05e-02 9.93e+08 
L  7-0R5   0  5  7  6 1024.98672 1.80e-02 9.52e+08 
L  8-0P5   0  5  8  4 1017.00131 1.12e-02 7.04e+08 
L  8-0R5   0  5  8  6 1013.70643 1.16e-03 8.90e+08 
L  9-0P5   0  5  9  4 1006.34004 8.63e-03 6.38e+08 
L  9-0R5   0  5  9  6 1003.42580 1.65e-02 6.30e+08 
L  10-0P5  0  5 10  4  996.12319 1.28e-02 6.38e+08 
L  10-0R5  0  5 10  6  993.48976 2.01e-02 6.23e+08 
L  11-0P5  0  5 11  4  986.51834 6.72e-03 5.33e+08 
L  11-0R5  0  5 11  6  983.89666 1.26e-02 4.82e+08 
L  12-0P5  0  5 12  4  977.45987 3.64e-04 5.64e+08 
L  12-0R5  0  5 12  6  974.88416 1.42e-02 4.66e+08 
L  13-0P5  0  5 13  4  968.55499 5.10e-03 4.46e+08 
L  13-0R5  0  5 13  6  966.17900 8.32e-03 4.36e+08 
L  14-0P5  0  5 14  4  960.26436 2.24e-03 4.21e+08 
L  14-0R5  0  5 14  6  958.01050 9.61e-03 3.95e+08 
L  15-0P5  0  5 15  4  952.25408 3.88e-03 3.82e+08 
L  15-0R5  0  5 15  6  950.07372 4.37e-03 3.94e+08 
L  16-0P5  0  5 16  4  944.71981 2.04e-03 3.58e+08 
L  16-0R5  0  5 16  6  942.68663 6.24e-03 3.34e+08 
L  17-0P5  0  5 17  4  937.44355 3.08e-03 3.21e+08 
L  17-0R5  0  5 17  6  935.32429 4.56e-04 4.70e+08 
L  18-0P5  0  5 18  4  930.60575 1.58e-03 3.00e+08 
L  18-0R5  0  5 18  6  928.76045 3.91e-03 2.93e+08 
L  19-0P5  0  5 19  4  923.96174 2.87e-03 3.09e+08 
L  19-0R5  0  5 19  6  922.47272 6.66e-03 3.90e+08 
L  20-0P5  0  5 20  4  917.78239 1.19e-03 2.67e+08 
L  20-0R5  0  5 20  6  916.09999 2.38e-03 2.69e+08 
L  21-0P5  0  5 21  4  911.52476 4.30e-03 6.16e+08 
L  21-0R5  0  5 21  6  910.31247 3.24e-03 2.74e+08 
L  22-0P5  0  5 22  4  906.13616 8.85e-04 2.38e+08 
L  22-0R5  0  5 22  6  904.59434 1.36e-03 2.45e+08 
L  23-0P5  0  5 23  4  900.81415 1.51e-04 2.78e+08 
L  23-0R5  0  5 23  6  899.33889 1.88e-03 2.27e+08 
L  24-0P5  0  5 24  4  895.57594 6.64e-04 2.07e+08 
L  24-0R5  0  5 24  6  894.15375 6.81e-04 2.28e+08 
L  25-0P5  0  5 25  4  890.73854 2.50e-04 2.06e+08 
L  25-0R5  0  5 25  6  889.42341 1.14e-03 1.90e+08 
L  26-0P5  0  5 26  4  886.04025 5.07e-04 1.80e+08 
L  26-0R5  0  5 26  6  884.70686 2.18e-04 2.63e+08 
L  27-0P5  0  5 27  4  881.69590 2.18e-04 1.68e+08 
L  27-0R5  0  5 27  6  880.51662 7.23e-04 1.67e+08 
L  28-0P5  0  5 28  4  877.50711 3.90e-04 1.66e+08 
L  28-0R5  0  5 28  6  876.21692 4.23e-06 3.65e+08 
L  29-0P5  0  5 29  4  873.67231 1.66e-04 1.47e+08 
L  29-0R5  0  5 29  6  872.62860 4.63e-04 1.49e+08 
L  30-0P5  0  5 30  4  870.01922 2.87e-04 1.36e+08 
L  30-0R5  0  5 30  6  869.36950 1.01e-03 3.60e+08 
L  31-0P5  0  5 31  4  866.75850 1.14e-04 1.20e+08 
L  31-0R5  0  5 31  6  865.87216 2.99e-04 1.14e+08 
L  32-0P5  0  5 32  4  863.75784 1.89e-04 1.11e+08 
L  32-0R5  0  5 32  6  863.19044 6.15e-04 1.65e+08 
L  33-0P5  0  5 33  4  861.25085 7.01e-05 8.78e+07 
L  33-0R5  0  5 33  6  860.58379 1.73e-04 8.27e+07 
L  34-0P5  0  5 34  4  859.21954 1.23e-04 7.16e+07 
L  34-0R5  0  5 34  6  858.80410 2.77e-04 7.33e+07 
L  35-0P5  0  5 35  4  857.97958 2.94e-05 3.06e+07 
L  35-0R5  0  5 35  6  857.71539 2.88e-05 2.18e+07 
L  36-0P5  0  5 36  4  857.53813 6.71e-06 8.11e+06 
L  36-0R5  0  5 36  6  857.43887 3.44e-06 5.70e+06 
L  37-0P5  0  5 37  4  857.38594 9.56e-06 5.34e+06 
W  0-0Q5   0  5  0  5 1017.82952 2.39e-02 1.17e+09 
W  1-0Q5   0  5  1  5  994.92192 3.67e-02 1.15e+09 
W  2-0Q5   0  5  2  5  974.28444 3.52e-02 1.13e+09 
W  3-0Q5   0  5  3  5  955.67850 2.77e-02 1.11e+09 
W  4-0Q5   0  5  4  5  938.90719 1.96e-02 1.10e+09 
W  5-0Q5   0  5  5  5  923.81526 1.32e-02 1.08e+09 
W  6-0Q5   0  5  6  5  910.28056 8.62e-03 1.07e+09 
W  7-0Q5   0  5  7  5  898.21346 5.59e-03 1.06e+09 
W  8-0Q5   0  5  8  5  887.55338 3.61e-03 1.00e+09 
W  9-0Q5   0  5  9  5  878.27442 2.35e-03 8.93e+08 
W  10-0Q5  0  5 10  5  870.39429 1.52e-03 5.72e+08 
W  11-0Q5  0  5 11  5  863.98246 9.60e-04 2.56e+08 
W  12-0Q5  0  5 12  5  859.20072 5.61e-04 1.75e+08 
W  0-0P5   0  5  0  4 1020.79638 1.09e-02 1.17e+09 
W  0-0R5   0  5  0  6 1014.23746 2.61e-02 9.52e+08 
W  1-0P5   0  5  1  4  997.63650 1.29e-02 1.13e+09 
W  1-0R5   0  5  1  6  991.36816 1.08e-02 1.13e+09 
W  2-0P5   0  5  2  4  976.54648 2.19e-02 1.03e+09 
W  2-0R5   0  5  2  6  971.07215 1.38e-02 1.11e+09 
W  3-0P5   0  5  3  4  957.81606 1.42e-02 1.10e+09 
W  3-0R5   0  5  3  6  952.80227 1.33e-02 1.08e+09 
W  4-0P5   0  5  4  4  940.87999 8.98e-03 1.08e+09 
W  4-0R5   0  5  4  6  936.46208 1.25e-02 9.25e+08 
W  5-0P5   0  5  5  4  925.65586 4.95e-03 1.04e+09 
W  5-0R5   0  5  5  6  921.21943 2.47e-03 9.54e+08 
W  6-0P5   0  5  6  4  912.18562 6.84e-04 7.00e+08 
W  6-0R5   0  5  6  6  908.04542 3.13e-03 1.02e+09 
W  7-0P5   0  5  7  4  899.59406 3.00e-03 9.95e+08 
W  7-0R5   0  5  7  6  896.26543 6.46e-03 7.68e+08 
W  8-0P5   0  5  8  4  888.83256 1.73e-03 9.77e+08 
W  8-0R5   0  5  8  6  885.89488 2.06e-03 8.87e+08 
W  9-0P5   0  5  9  4  879.42595 1.03e-03 9.14e+08 
W  9-0R5   0  5  9  6  876.93836 1.55e-03 6.13e+08 
W  10-0P5  0  5 10  4  871.40153 6.26e-04 5.90e+08 
W  10-0R5  0  5 10  6  868.79237 3.13e-05 3.43e+08 
W  11-0P5  0  5 11  4  864.82171 3.90e-04 4.20e+08 
W  11-0R5  0  5 11  6  862.71831 4.51e-05 2.19e+08 
W  12-0P5  0  5 12  4  859.84441 1.90e-04 3.45e+08 
W  12-0R5  0  5 12  6  858.36004 3.82e-04 1.96e+08 
L  0-0P6   0  6  0  5 1131.74970 7.47e-04 1.83e+09 
L  0-0R6   0  6  0  7 1125.72211 6.55e-04 1.80e+09 
L  1-0P6   0  6  1  5 1115.45158 2.60e-03 1.71e+09 
L  1-0R6   0  6  1  7 1109.85586 2.51e-03 1.68e+09 
L  2-0P6   0  6  2  5 1100.01514 5.20e-03 1.60e+09 
L  2-0R6   0  6  2  7 1094.79346 5.47e-03 1.58e+09 
L  3-0P6   0  6  3  5 1085.37895 7.86e-03 1.51e+09 
L  3-0R6   0  6  3  7 1080.48932 8.95e-03 1.49e+09 
L  4-0P6   0  6  4  5 1071.49359 9.93e-03 1.42e+09 
L  4-0R6   0  6  4  7 1066.90258 1.23e-02 1.39e+09 
L  5-0P6   0  6  5  5 1058.31395 1.11e-02 1.32e+09 
L  5-0R6   0  6  5  7 1053.99445 1.50e-02 1.28e+09 
L  6-0P6   0  6  6  5 1045.79910 1.13e-02 1.15e+09 
L  6-0R6   0  6  6  7 1041.72809 1.68e-02 1.09e+09 
L  7-0P6   0  6  7  5 1033.91318 1.05e-02 9.84e+08 
L  7-0R6   0  6  7  7 1030.07022 1.79e-02 8.11e+08 
L  8-0P6   0  6  8  5 1022.58021 1.26e-02 6.97e+08 
L  8-0R6   0  6  8  7 1019.01336 2.05e-02 6.47e+08 
L  9-0P6   0  6  9  5 1011.86574 8.65e-03 6.36e+08 
L  9-0R6   0  6  9  7 1008.42499 1.64e-02 6.21e+08 
L  10-0P6  0  6 10  5 1001.90522 2.62e-04 8.13e+08 
L  10-0R6  0  6 10  7  998.42409 1.79e-02 5.54e+08 
L  11-0P6  0  6 11  5  991.91254 6.83e-03 5.20e+08 
L  11-0R6  0  6 11  7  988.81023 1.22e-02 4.78e+08 
L  12-0P6  0  6 12  5  982.72237 2.57e-03 4.84e+08 
L  12-0R6  0  6 12  7  979.75877 1.35e-02 4.56e+08 
L  13-0P6  0  6 13  5  973.82609 5.37e-03 4.48e+08 
L  13-0R6  0  6 13  7  970.99691 7.11e-03 4.34e+08 
L  14-0P6  0  6 14  5  965.47892 2.61e-03 4.15e+08 
L  14-0R6  0  6 14  7  962.81938 9.37e-03 3.88e+08 
L  15-0P6  0  6 15  5  957.40835 4.35e-03 3.86e+08 
L  15-0R6  0  6 15  7  954.70097 1.14e-03 4.99e+08 
L  16-0P6  0  6 16  5  949.83774 2.14e-03 3.55e+08 
L  16-0R6  0  6 16  7  947.43139 6.09e-03 3.30e+08 
L  17-0P6  0  6 17  5  942.47651 4.01e-03 3.39e+08 
L  17-0R6  0  6 17  7  940.49011 9.93e-03 4.22e+08 
L  18-0P6  0  6 18  5  935.63102 1.65e-03 3.02e+08 
L  18-0R6  0  6 18  7  933.44238 3.75e-03 2.95e+08 
L  19-0P6  0  6 19  5  928.77555 5.62e-03 4.92e+08 
L  19-0R6  0  6 19  7  927.04920 5.00e-03 3.01e+08 
L  20-0P6  0  6 20  5  922.72254 1.26e-03 2.70e+08 
L  20-0R6  0  6 20  7  920.71926 2.16e-03 2.72e+08 
L  21-0P6  0  6 21  5  916.86391 5.95e-05 3.39e+08 
L  21-0R6  0  6 21  7  914.90773 2.90e-03 2.55e+08 
L  22-0P6  0  6 22  5  910.99871 9.77e-04 2.40e+08 
L  22-0R6  0  6 22  7  909.14430 1.02e-03 2.65e+08 
L  23-0P6  0  6 23  5  905.63353 2.90e-04 2.46e+08 
L  23-0R6  0  6 23  7  903.90382 1.77e-03 2.19e+08 
L  24-0P6  0  6 24  5  900.36847 7.74e-04 2.10e+08 
L  24-0R6  0  6 24  7  898.59096 1.82e-04 3.37e+08 
L  25-0P6  0  6 25  5  895.51458 2.94e-04 2.00e+08 
L  25-0R6  0  6 25  7  893.95671 1.09e-03 1.87e+08 
L  26-0P6  0  6 26  5  890.76988 6.40e-04 1.95e+08 
L  26-0R6  0  6 26  7  889.70631 2.20e-03 4.80e+08 
L  27-0P6  0  6 27  5  886.42706 2.41e-04 1.67e+08 
L  27-0R6  0  6 27  7  885.02671 6.82e-04 1.71e+08 
L  28-0P6  0  6 28  5  882.18164 5.45e-04 1.98e+08 
L  28-0R6  0  6 28  7  881.11673 1.20e-03 2.50e+08 
L  29-0P6  0  6 29  5  878.37000 1.82e-04 1.49e+08 
L  29-0R6  0  6 29  7  877.13112 4.31e-04 1.44e+08 
L  30-0P6  0  6 30  5  874.66000 4.41e-04 1.61e+08 
L  30-0R6  0  6 30  7  873.72384 7.13e-04 1.54e+08 
L  31-0P6  0  6 31  5  871.44648 1.25e-04 1.20e+08 
L  31-0R6  0  6 31  7  870.39671 2.71e-04 1.14e+08 
L  32-0P6  0  6 32  5  868.41031 3.02e-04 1.43e+08 
L  32-0R6  0  6 32  7  867.65080 4.28e-04 1.07e+08 
L  33-0P6  0  6 33  5  865.97301 7.61e-05 8.61e+07 
L  33-0R6  0  6 33  7  865.19530 1.46e-04 7.73e+07 
L  34-0P6  0  6 34  5  863.94253 1.36e-04 1.45e+08 
L  34-0R6  0  6 34  7  863.49045 1.65e-04 5.04e+07 
L  35-0P6  0  6 35  5  862.84523 3.26e-05 2.70e+07 
L  35-0R6  0  6 35  7  862.65096 8.42e-05 4.85e+07 
L  36-0P6  0  6 36  5  862.47835 5.02e-06 6.71e+06 
L  36-0R6  0  6 36  7  862.51331 5.74e-05 5.65e+07 
L  37-0R6  0  6 37  7  862.36901 1.89e-05 9.81e+06 
W  0-0Q6   0  6  0  6 1021.20491 2.39e-02 1.17e+09 
W  1-0Q6   0  6  1  6  998.32940 3.66e-02 1.15e+09 
W  2-0Q6   0  6  2  6  977.72307 3.53e-02 1.13e+09 
W  3-0Q6   0  6  3  6  959.14907 2.77e-02 1.11e+09 
W  4-0Q6   0  6  4  6  942.41221 1.97e-02 1.10e+09 
W  5-0Q6   0  6  5  6  927.35947 1.33e-02 1.08e+09 
W  6-0Q6   0  6  6  6  913.87037 8.68e-03 1.07e+09 
W  7-0Q6   0  6  7  6  901.85809 5.63e-03 1.05e+09 
W  8-0Q6   0  6  8  6  891.26528 3.64e-03 1.01e+09 
W  9-0Q6   0  6  9  6  882.07052 2.37e-03 8.34e+08 
W  10-0Q6  0  6 10  6  874.29875 1.52e-03 6.27e+08 
W  11-0Q6  0  6 11  6  868.03152 9.61e-04 2.84e+08 
W  12-0Q6  0  6 12  6  863.45608 5.40e-04 1.85e+08 
W  0-0P6   0  6  0  5 1024.72917 1.05e-02 1.17e+09 
W  0-0R6   0  6  0  7 1016.74001 6.35e-03 1.16e+09 
W  1-0P6   0  6  1  5 1001.20585 2.68e-02 9.53e+08 
W  1-0R6   0  6  1  7  994.25440 1.28e-02 1.14e+09 
W  2-0P6   0  6  2  5  980.49665 2.09e-02 1.11e+09 
W  2-0R6   0  6  2  7  974.04558 1.52e-02 1.10e+09 
W  3-0P6   0  6  3  5  961.69927 1.45e-02 1.10e+09 
W  3-0R6   0  6  3  7  955.97259 1.64e-02 9.59e+08 
W  4-0P6   0  6  4  5  944.77872 8.74e-03 1.06e+09 
W  4-0R6   0  6  4  7  939.11396 3.01e-03 9.65e+08 
W  5-0P6   0  6  5  5  929.69308 2.65e-03 8.60e+08 
W  5-0R6   0  6  5  7  924.49544 4.26e-03 1.03e+09 
W  6-0P6   0  6  6  5  915.63881 5.19e-03 9.72e+08 
W  6-0R6   0  6  6  7  911.36352 3.75e-03 1.01e+09 
W  7-0P6   0  6  7  5  903.53107 2.97e-03 1.02e+09 
W  7-0R6   0  6  7  7  899.74161 3.15e-03 8.73e+08 
W  8-0P6   0  6  8  5  892.80214 1.72e-03 9.61e+08 
W  8-0R6   0  6  8  7  888.88209 1.14e-04 6.50e+08 
W  9-0P6   0  6  9  5  883.46270 9.53e-04 8.50e+08 
W  9-0R6   0  6  9  7  880.13317 3.81e-04 6.37e+08 
W  10-0P6  0  6 10  5  875.52672 5.22e-04 5.60e+08 
W  10-0R6  0  6 10  7  872.68846 3.48e-04 3.51e+08 
W  11-0P6  0  6 11  5  869.05301 3.06e-04 3.58e+08 
W  11-0R6  0  6 11  7  866.74866 2.11e-04 2.25e+08 
W  12-0P6  0  6 12  5  864.24993 8.70e-05 2.98e+08 
L  0-0P7   0  7  0  6 1138.86630 7.30e-04 1.82e+09 
L  0-0R7   0  7  0  8 1131.97389 5.99e-04 1.78e+09 
L  1-0P7   0  7  1  6 1122.49055 2.57e-03 1.70e+09 
L  1-0R7   0  7  1  8 1116.08065 2.35e-03 1.67e+09 
L  2-0P7   0  7  2  6 1106.96651 5.17e-03 1.59e+09 
L  2-0R7   0  7  2  8 1100.97783 5.19e-03 1.56e+09 
L  3-0P7   0  7  3  6 1092.23964 7.84e-03 1.50e+09 
L  3-0R7   0  7  3  8 1086.62652 8.63e-03 1.48e+09 
L  4-0P7   0  7  4  6 1078.26314 9.94e-03 1.41e+09 
L  4-0R7   0  7  4  8 1072.98889 1.20e-02 1.38e+09 
L  5-0P7   0  7  5  6 1064.99380 1.11e-02 1.31e+09 
L  5-0R7   0  7  5  8 1060.02857 1.48e-02 1.26e+09 
L  6-0P7   0  7  6  6 1052.39186 1.13e-02 1.11e+09 
L  6-0R7   0  7  6  8 1047.70988 1.67e-02 1.07e+09 
L  7-0P7   0  7  7  6 1040.42163 1.05e-02 9.52e+08 
L  7-0R7   0  7  7  8 1035.99964 1.79e-02 8.04e+08 
L  8-0P7   0  7  8  6 1028.80097 2.32e-02 8.90e+08 
L  8-0R7   0  7  8  8 1024.87442 1.91e-02 6.46e+08 
L  9-0P7   0  7  9  6 1018.21350 8.76e-03 6.30e+08 
L  9-0R7   0  7  9  8 1014.24888 1.62e-02 6.25e+08 
L  10-0P7  0  7 10  6 1007.98394 3.74e-03 6.23e+08 
L  10-0R7  0  7 10  8 1004.19321 1.71e-02 5.52e+08 
L  11-0P7  0  7 11  6  998.11028 7.13e-03 4.82e+08 
L  11-0R7  0  7 11  8  994.51693 1.09e-02 4.83e+08 
L  12-0P7  0  7 12  6  988.83673 3.58e-03 4.66e+08 
L  12-0R7  0  7 12  8  985.43983 1.32e-02 4.57e+08 
L  13-0P7  0  7 13  6  979.88175 5.96e-03 4.36e+08 
L  13-0R7  0  7 13  8  976.47067 1.93e-03 5.59e+08 
L  14-0P7  0  7 14  6  971.48091 2.93e-03 3.95e+08 
L  14-0R7  0  7 14  8  968.41486 9.15e-03 3.83e+08 
L  15-0P7  0  7 15  6  963.32033 5.58e-03 3.94e+08 
L  15-0R7  0  7 15  8  960.69850 1.36e-02 4.41e+08 
L  16-0P7  0  7 16  6  955.72663 2.30e-03 3.34e+08 
L  16-0R7  0  7 16  8  952.94519 5.85e-03 3.28e+08 
L  17-0P7  0  7 17  6  948.16001 7.70e-03 4.70e+08 
L  17-0R7  0  7 17  8  945.86592 7.40e-03 3.29e+08 
